cluster_id,summary,used_reviews
138,"works well, as advertised. i like the class 10 speed. price was right. would recommend this product to others. thank you. this came with the adapter to allow the card to be used as a micro card or a standard card. it is great and because it is class 10 it is also fast! purchased this to use with our compact digital camera. this works as needed and runs quickly. as this is a class 10 it is to be expected. a great buy at a great price.","['works well, as advertised. i like the class 10 speed. price was right. would recommend this product to others. thank you.', 'this came with the adapter to allow the card to be used as a micro card or a standard card. it is great and because it is class 10 it is also fast!', 'purchased this to use with our compact digital camera. this works as needed and runs quickly. as this is a class 10 it is to be expected. a great buy at a great price.']"
139,"great name brand class 10 card. great price, best on the net at the time i bought this one. it works perfectly and is fast. can't go wrong. spend the extra couple of bucks for the real deal. don't be fooled by a knock off, slow speed, import. great price and holds tons of stuff. the class 10 is way faster then any other card i have purchased this card is a lot faster than my old card which was advertised as a class 10 as well. great to have the extra space too.","[""great name brand class 10 card. great price, best on the net at the time i bought this one. it works perfectly and is fast. can't go wrong. spend the extra couple of bucks for the real deal. don't be fooled by a knock off, slow speed, import."", 'great price and holds tons of stuff. the class 10 is way faster then any other card i have purchased', 'this card is a lot faster than my old card which was advertised as a class 10 as well. great to have the extra space too.']"
140,"amazing price for this micro sd. brings adapter with it. class 10. great product. i am very happy with this purchase. this is a class 10 adapter, and it lives up to its billing! i currently use it in my android phone. the memory card works as one would expect and the adapter card worked also. this product worked as advertized online.","['amazing price for this micro sd. brings adapter with it. class 10. great product. i am very happy with this purchase.', 'this is a class 10 adapter, and it lives up to its billing! i currently use it in my android phone.', 'the memory card works as one would expect and the adapter card worked also. this product worked as advertized online.']"
141,"i'm not going to give you a detailed speed and what not but this sd card is fast compared to the other ones. you wouldn't really notice the difference in speed unless you're copying a huge file. i use this on my note 2 and i take a butt load of pictures with my phone. much faster than my other microsd cards, most if which are class 4. in a galaxy s3 now, fast enough not to slow it down when loading files music photos. did not benchmark... took out my old card a black one from kingston hc and replaced it with this ultra one. when transferring files you can see the difference in speed. about 60 faster transfer rate than the kingston.","[""i'm not going to give you a detailed speed and what not but this sd card is fast compared to the other ones. you wouldn't really notice the difference in speed unless you're copying a huge file. i use this on my note 2 and i take a butt load of pictures with my phone."", 'much faster than my other microsd cards, most if which are class 4. in a galaxy s3 now, fast enough not to slow it down when loading files music photos. did not benchmark...', 'took out my old card a black one from kingston hc and replaced it with this ultra one. when transferring files you can see the difference in speed. about 60 faster transfer rate than the kingston.']"
142,"it's a memory card. what else is there to say. this is a class 10 so it reads and writes files very quickly. hard to say much about a memory card other than it works as expected, since it's class 10 it's fast, since it's 32gb is has plenty of space for music, pictures, and videos. i can't believe how fast this is. i had a class 10, 32gb card by imation and it was nothing like the speeds i get out of this.","[""it's a memory card. what else is there to say. this is a class 10 so it reads and writes files very quickly."", ""hard to say much about a memory card other than it works as expected, since it's class 10 it's fast, since it's 32gb is has plenty of space for music, pictures, and videos."", ""i can't believe how fast this is. i had a class 10, 32gb card by imation and it was nothing like the speeds i get out of this.""]"
143,"fast and lots of storage, not a flimsy card either. fells like its build tough. i would definitely recommend this to a friend. side note, if your device supports it and you can afford it, get the 64gb. youll appreciate never changing out ur card. this does exactly what you would expect from a 32gb microsd memory card. plenty of storage and fast access times make this a solid purchase. the sandisk ultra 32 gb is very fast. the quiality is excellent. usefull for all device. not problem. i recomended.","['fast and lots of storage, not a flimsy card either. fells like its build tough. i would definitely recommend this to a friend. side note, if your device supports it and you can afford it, get the 64gb. youll appreciate never changing out ur card.', 'this does exactly what you would expect from a 32gb microsd memory card. plenty of storage and fast access times make this a solid purchase.', 'the sandisk ultra 32 gb is very fast. the quiality is excellent. usefull for all device. not problem. i recomended.']"
144,"32 gig microsd card that costs less than a dollar per gig and is class 10! and even more importantly, it tests at class 10 and operates at class 10, which is saying a lot compared to a lot of other 34 class 10 34 cards. this card does exactly what it should. class 10 performance at a fair price in a microsd format. it should be faster though, and in fact there are options out there now at a nominally higher price that do, including the 34 extreme 34 versions from the same vendor. excellent item for the price. class 10 is the way to go if you're uploading or copying files to your computer. i have a 32gb as well and they both work well. no issues.","['32 gig microsd card that costs less than a dollar per gig and is class 10! and even more importantly, it tests at class 10 and operates at class 10, which is saying a lot compared to a lot of other 34 class 10 34 cards.', 'this card does exactly what it should. class 10 performance at a fair price in a microsd format. it should be faster though, and in fact there are options out there now at a nominally higher price that do, including the 34 extreme 34 versions from the same vendor.', ""excellent item for the price. class 10 is the way to go if you're uploading or copying files to your computer. i have a 32gb as well and they both work well. no issues.""]"
145,"really the gold standard. i will reserve 5 stars until they blow me away on the price. otherwise, this is an excellent buy. there is a reason why this memory card has thousands of 5 star ratings. good price and it works well.","['really the gold standard. i will reserve 5 stars until they blow me away on the price. otherwise, this is an excellent buy.', 'there is a reason why this memory card has thousands of 5 star ratings. good price and it works well.']"
146,bought a digital recorder with a memory card slot. this card worked perfectly. no problems and my files have a newhome. definitely worth the price and met expectations for data storage. bought the astak cm 7200...this memory card works great in that with no hesitation for the video..great pice too..no problems. thumbs up!! i bought this micro card to use in a security camera for continuous recording. it works perfectly and is the ideal size for all night surveillance. the san disk name offers confidence in quality.,"['bought a digital recorder with a memory card slot. this card worked perfectly. no problems and my files have a newhome. definitely worth the price and met expectations for data storage.', 'bought the astak cm 7200...this memory card works great in that with no hesitation for the video..great pice too..no problems. thumbs up!!', 'i bought this micro card to use in a security camera for continuous recording. it works perfectly and is the ideal size for all night surveillance. the san disk name offers confidence in quality.']"
147,"i like the that this is small but holds a lot of memory and fits in the adapter, i have yet to find anything bad about these kind of memory. i have to have this kind as some of electronic equip require use of a mini it works, and puts 64gb in a chip smaller than my thumbnail. the adapter also works and allows you to insert the micro card into your computer. what is not to like?","['i like the that this is small but holds a lot of memory and fits in the adapter, i have yet to find anything bad about these kind of memory. i have to have this kind as some of electronic equip require use of a mini', 'it works, and puts 64gb in a chip smaller than my thumbnail. the adapter also works and allows you to insert the micro card into your computer. what is not to like?']"
148,i have no issues with this micro sd. i purchased it for use with a video camera and it does everything i would expect without any problems. wouldn't hesitate to purchase again. i don't have any complaints about this micro sd card. i ordered it for my sony action camera and its so far been doing extreamly well. microsd card works flawlessly with my digital video recorder. no problems at all with playback. more words needed for official review.,"[""i have no issues with this micro sd. i purchased it for use with a video camera and it does everything i would expect without any problems. wouldn't hesitate to purchase again."", ""i don't have any complaints about this micro sd card. i ordered it for my sony action camera and its so far been doing extreamly well."", 'microsd card works flawlessly with my digital video recorder. no problems at all with playback. more words needed for official review.']"
149,this is a nice card. holds about 29 gb. you can store data on it. it is a microsdhc card. great memory card! can be used as a micro sd or regular because it comes with a the larger disc case that it fits into.,"['this is a nice card. holds about 29 gb. you can store data on it. it is a microsdhc card.', 'great memory card! can be used as a micro sd or regular because it comes with a the larger disc case that it fits into.']"
150,"well my sister and i got new phones. so i didn't want to use our old memory cards. and from what i could tell this product represented the best combination of speed and price. plus i'm familiar with sandisk brand. they have been working perfectly for us for about a month now and i don't expect that to change. good price and fast enough to load mp3 files from the computer quickly. i use these in sansa clip mp3 players, perfect match. perfect for my sansa clipp mp3 player. plenty fast, and was priced right.","[""well my sister and i got new phones. so i didn't want to use our old memory cards. and from what i could tell this product represented the best combination of speed and price. plus i'm familiar with sandisk brand. they have been working perfectly for us for about a month now and i don't expect that to change."", 'good price and fast enough to load mp3 files from the computer quickly. i use these in sansa clip mp3 players, perfect match.', 'perfect for my sansa clipp mp3 player. plenty fast, and was priced right.']"
151,"i can't complain. the memory card does its job. i recieved the memory card very quickly and i have not had any issues with the card as of yet. extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago. very good and quality memory with good functions. i received it in record time from the seller and so far i have not had any issues with the memory card.","[""i can't complain. the memory card does its job. i recieved the memory card very quickly and i have not had any issues with the card as of yet."", 'extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago.', 'very good and quality memory with good functions. i received it in record time from the seller and so far i have not had any issues with the memory card.']"
152,"don't know what exactly to say, but the little micro seems at least as efficient as any other micro that i've ever used. it's an sd card that works fine and is pretty quick. not much else i can say about the product.","[""don't know what exactly to say, but the little micro seems at least as efficient as any other micro that i've ever used."", ""it's an sd card that works fine and is pretty quick. not much else i can say about the product.""]"
153,"not much to say about his sandisk microsd card. i needed something with more storage and it serves it's purpose. there is not much to say about a micro sd card, but this one seems to work for me. word, word. what can i say its a micro sd. it serves its purpose and it works just so. i would recommend to others","[""not much to say about his sandisk microsd card. i needed something with more storage and it serves it's purpose."", 'there is not much to say about a micro sd card, but this one seems to work for me. word, word.', 'what can i say its a micro sd. it serves its purpose and it works just so. i would recommend to others']"
154,"i bought this card because i hope to transition from a pc to a smartphone in the near future. for now i use an adapter to run it on the pc. the write times aren't as good as i had hoped, but they're acceptable overall. plenty of storage space for my files, some of my music, pics, that sort of thing. have also run portable applications on it and they seem to perform well for the most part. overall, a solid little card with just enough speed to get the majority of my tasks done.sidenote the card came formatted with exfat by default. the onyl way i could downgrade to fat32 was to use a third party app. for some reason, the card can't be read by my phone, but the phone is an older model samsung, so that could be the issue. the sd card arrived quickly and has worked ever since initial install. i have removed and used in adapter for laptop and put back in without issue. i'm using on droid razr m and always select unmount option in storage section prior to removal to ensure data is not lost. i have no complaints with this item. i bought this card to replace a 32gb card i purchased previously and suddenly stopped working. i paid a little more but some things are well worth it. i put a lot of mp3 files on my device so this card is great.","[""i bought this card because i hope to transition from a pc to a smartphone in the near future. for now i use an adapter to run it on the pc. the write times aren't as good as i had hoped, but they're acceptable overall. plenty of storage space for my files, some of my music, pics, that sort of thing. have also run portable applications on it and they seem to perform well for the most part. overall, a solid little card with just enough speed to get the majority of my tasks done.sidenote the card came formatted with exfat by default. the onyl way i could downgrade to fat32 was to use a third party app. for some reason, the card can't be read by my phone, but the phone is an older model samsung, so that could be the issue."", ""the sd card arrived quickly and has worked ever since initial install. i have removed and used in adapter for laptop and put back in without issue. i'm using on droid razr m and always select unmount option in storage section prior to removal to ensure data is not lost. i have no complaints with this item. i bought this card to replace a 32gb card i purchased previously and suddenly stopped working. i paid a little more but some things are well worth it. i put a lot of mp3 files on my device so this card is great.""]"
155,"14000 reviews and counting !! do you need any other justification to buy this one if you are looking for a microsd card?? add to it the reliable name of sandisk and you are left with no doubts to buy this or not!!! also its available at almost half the actual price with amazon i did check the price at local sellers and no one is selling it that cheaper .comes with a decent writing speed good for most shooting recording devices and has a very very long warranty 10 years !!! . the technology may take a leap before this one stops functioning on you.want to use it as a sd card in your camera? no problem. it comes with an adapter with which it can be used in any device that uses a sd card. that makes in two in one card!!!!! i bought this card because i have several devices that use microsd cards, but not all of them are compatible with the newer and higher capacity sdxc standard. for sdhc memory cards, 32gb is the largest size available under that technology standard, so i went with this one from sandisk. that way i didn't have to worry about compatibility issues with any of my devices. i've used sandisk memory products for a number of years along with many other brands, and i've always had good results from them. i'm happy to say that my experience with this card echoes that of 5,000 other amazon users it's been rock steady, reliable with larger file transfers several 2gb movies at a time , and performed as quickly as i'd hoped for a class 10 card in regards to its read write times.aside from the existing reviews and my previous experiences with sandisk products, i also picked up this particular card due to its uhs 1 compliance. i don't currently have any uhs 1 devices that can take advantage of the increased speed, but for the negligible cost difference, it just made sense. standards and technology update so fast these days any future proofing a product can provide to extend its usable life is always appreciated. with most of the world's electronic devices finally standardizing to sd thank you sony for finally adopting this standard , it seems most things we own work on either the microsd or regular sd card. that's why this little package is so handy. you get both in one neat little package and at 64gb, you'll have plenty of space to store most of your programs, files, etc on your device.the class 10 rating ability to move data on off card at the current maximum speed is a must for anyone that doesn't want to sit for vital seconds waiting for data to write to the card. and sandisk has proven themselves over the years as making a quality product. sure, you may occasionally find a dud in their inventory, but they are quick to fix replace it and that is what matters most. buying cheaper cards will land you with a read write error when you can least afford it. don't be the person that loses those important family photos or that document that is due today because of a cheap and defective card.i purchased this particular card for my asus transformer, as it fits nicely into the pad itself and with the optional keyboard attachment which is capable of holding standard sd cards it fits there as well. making this the perfect solution for my extra memory needs and at a much better bargain than most competitors. you can certainly purchase more internal memory on your iproduct or android device most seem to have 16gb or 32gb variants , but why spend the extra cash for 16gb extra, when you can buy far more in an external card?","['14000 reviews and counting !! do you need any other justification to buy this one if you are looking for a microsd card?? add to it the reliable name of sandisk and you are left with no doubts to buy this or not!!! also its available at almost half the actual price with amazon i did check the price at local sellers and no one is selling it that cheaper .comes with a decent writing speed good for most shooting recording devices and has a very very long warranty 10 years !!! . the technology may take a leap before this one stops functioning on you.want to use it as a sd card in your camera? no problem. it comes with an adapter with which it can be used in any device that uses a sd card. that makes in two in one card!!!!!', ""i bought this card because i have several devices that use microsd cards, but not all of them are compatible with the newer and higher capacity sdxc standard. for sdhc memory cards, 32gb is the largest size available under that technology standard, so i went with this one from sandisk. that way i didn't have to worry about compatibility issues with any of my devices. i've used sandisk memory products for a number of years along with many other brands, and i've always had good results from them. i'm happy to say that my experience with this card echoes that of 5,000 other amazon users it's been rock steady, reliable with larger file transfers several 2gb movies at a time , and performed as quickly as i'd hoped for a class 10 card in regards to its read write times.aside from the existing reviews and my previous experiences with sandisk products, i also picked up this particular card due to its uhs 1 compliance. i don't currently have any uhs 1 devices that can take advantage of the increased speed, but for the negligible cost difference, it just made sense. standards and technology update so fast these days any future proofing a product can provide to extend its usable life is always appreciated."", ""with most of the world's electronic devices finally standardizing to sd thank you sony for finally adopting this standard , it seems most things we own work on either the microsd or regular sd card. that's why this little package is so handy. you get both in one neat little package and at 64gb, you'll have plenty of space to store most of your programs, files, etc on your device.the class 10 rating ability to move data on off card at the current maximum speed is a must for anyone that doesn't want to sit for vital seconds waiting for data to write to the card. and sandisk has proven themselves over the years as making a quality product. sure, you may occasionally find a dud in their inventory, but they are quick to fix replace it and that is what matters most. buying cheaper cards will land you with a read write error when you can least afford it. don't be the person that loses those important family photos or that document that is due today because of a cheap and defective card.i purchased this particular card for my asus transformer, as it fits nicely into the pad itself and with the optional keyboard attachment which is capable of holding standard sd cards it fits there as well. making this the perfect solution for my extra memory needs and at a much better bargain than most competitors. you can certainly purchase more internal memory on your iproduct or android device most seem to have 16gb or 32gb variants , but why spend the extra cash for 16gb extra, when you can buy far more in an external card?""]"
156,"i was impress with the value and quality. i used sandisk ultra 64 gb microsdxc class 10 with my asus 300tf it works great! sandisk is well know brand. the msd ultra 64 gb class 10 is the good one to buy.it transfers file faster than other brand card. i bought two of them when they are on sell.the price is very reasonable. i like it very much. this sandisk ultra 64 gb microsdxc class 10 micro sd card can storage an enormous among of data. and with the class 10 reliability and speed, it's a great buy.","['i was impress with the value and quality. i used sandisk ultra 64 gb microsdxc class 10 with my asus 300tf it works great!', 'sandisk is well know brand. the msd ultra 64 gb class 10 is the good one to buy.it transfers file faster than other brand card. i bought two of them when they are on sell.the price is very reasonable. i like it very much.', ""this sandisk ultra 64 gb microsdxc class 10 micro sd card can storage an enormous among of data. and with the class 10 reliability and speed, it's a great buy.""]"
157,"i mean, its obvious lies, this whole 64gb thing.. you get maybe 60 if you are lucky..seems to work ok so far. i love it so far it works as it should the price was good and i am very pleased in fact i bought a 64 gb as well for my phone i bought the 32 gb for my wife worked exactly as advertised, good price, happy with our purchase. will probably wait for the 64gb version to drop a bit in price before i get one for my phone. this one was for the wife.","['i mean, its obvious lies, this whole 64gb thing.. you get maybe 60 if you are lucky..seems to work ok so far.', 'i love it so far it works as it should the price was good and i am very pleased in fact i bought a 64 gb as well for my phone i bought the 32 gb for my wife', 'worked exactly as advertised, good price, happy with our purchase. will probably wait for the 64gb version to drop a bit in price before i get one for my phone. this one was for the wife.']"
158,this card is made by a good company and it works well. its lightning fast and gets the job done. its a memory card so not really much to talk about other than the fact that it holds info and accesses and stores info very fast.. this card is great for the money and performs adequately. i recommend this product to anyone who needs a memory card. what more can be said? this card is made by the leader in flash memory and was a reasonable price and very fast.,"['this card is made by a good company and it works well. its lightning fast and gets the job done. its a memory card so not really much to talk about other than the fact that it holds info and accesses and stores info very fast..', 'this card is great for the money and performs adequately. i recommend this product to anyone who needs a memory card.', 'what more can be said? this card is made by the leader in flash memory and was a reasonable price and very fast.']"
159,"sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter...sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter...works fine. this sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter really work like it suppose too, i will ordering another soon. the sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter handles its job as you would expect from sandisk.","['sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter...sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter...works fine.', 'this sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter really work like it suppose too, i will ordering another soon.', 'the sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter handles its job as you would expect from sandisk.']"
160,i used this sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card 30mb s to expand my surface rt and it is really excellent. using the sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter... with my samsung tab 2 7.0 and it performs well. the sandisk ultrs 64 gb microsdxc class 10 uhs 1 memory card work good in my ativ smart 500t samsung with adapter,"['i used this sandisk ultra 64 gb microsdxc class 10 uhs 1 memory card 30mb s to expand my surface rt and it is really excellent.', 'using the sandisk ultra 32 gb microsdhc c10 uhs1 memory card with adapter... with my samsung tab 2 7.0 and it performs well.', 'the sandisk ultrs 64 gb microsdxc class 10 uhs 1 memory card work good in my ativ smart 500t samsung with adapter']"
161,"this is a nice storage device, works well and comes with a standard size sd card adapter. worth purchasing.austin this actually came with the sd adapter making it a great buy. lots of memory, microsd, sd and cheap. can't go wrong. comes with an sd card adapter. not much i can say about an sd card, but i would recommend it for the price!","['this is a nice storage device, works well and comes with a standard size sd card adapter. worth purchasing.austin', ""this actually came with the sd adapter making it a great buy. lots of memory, microsd, sd and cheap. can't go wrong."", 'comes with an sd card adapter. not much i can say about an sd card, but i would recommend it for the price!']"
162,"great card at a great price. hard to believe something so small could hold so much data. i got this to use with my new macbook pro with a 34 reduced profile 34 adaptor. the adaptor didn't fit so well, but works great in my raspberry pi. the card i just use as a normal one for now. this is a really small card, but it holds the data and does the job. it comes with an adapter allowing the card to be used in a laptop or card reader. it has worked well for me so far and has my recommendation. this chip seems to be thinner and lighter than the rest of my mini sd cards. came with an adaptor card so it can be read by using a regular sized sd card slot. or you can just read it while it is in the device.","[""great card at a great price. hard to believe something so small could hold so much data. i got this to use with my new macbook pro with a 34 reduced profile 34 adaptor. the adaptor didn't fit so well, but works great in my raspberry pi. the card i just use as a normal one for now."", 'this is a really small card, but it holds the data and does the job. it comes with an adapter allowing the card to be used in a laptop or card reader. it has worked well for me so far and has my recommendation.', 'this chip seems to be thinner and lighter than the rest of my mini sd cards. came with an adaptor card so it can be read by using a regular sized sd card slot. or you can just read it while it is in the device.']"
163,"it's hard to believe they can cram 32gigs of memory into a device this tiny and also get good speed out of file transfers to and from it. it's a good thing it comes with an adapter for larger size devices i recommend keeping it in that adapter at all times unless it's inside something like a cell phone which only takes the microsd size. it's way too easy to lose something this small. i hate the industry's mad rush to make everything smaller and smaller with no regard to usability. anyway, the memory card is great outside of that, and since my phone does take microsd, i just keep it plugged in at all times and don't have to worry about it. it is almost unbelievable that these micro sd cards can range in sizes up to 64gb ! and at a class 10 to boot. pun intended.comes with the sd adapter, so it will work in any device that uses and sd or micro sd memory card, just be sure to check whether or not your device can handle the extra memory. some devices with recognize only 8 gb or 16 gb, which means that unless you check with the manufacturer, it is your fault you bought the wrong size memory, and you will not be able to exchange due to your mistake.this card used to cost upwards of 120 not that long ago, and now they are ridiculously cheap, especially for the quality and capacity you are getting.thanks this micro sd card really is 64 gb and class 10. too many bogus devices out there, but this is the real mccoy. tested with 3 different android sd card testers and they all report class 9 10 read write.the only problem is the sd adapter did not work so i had to use another one i had. other than that, this is a great micro sd card at a good price.","[""it's hard to believe they can cram 32gigs of memory into a device this tiny and also get good speed out of file transfers to and from it. it's a good thing it comes with an adapter for larger size devices i recommend keeping it in that adapter at all times unless it's inside something like a cell phone which only takes the microsd size. it's way too easy to lose something this small. i hate the industry's mad rush to make everything smaller and smaller with no regard to usability. anyway, the memory card is great outside of that, and since my phone does take microsd, i just keep it plugged in at all times and don't have to worry about it."", 'it is almost unbelievable that these micro sd cards can range in sizes up to 64gb ! and at a class 10 to boot. pun intended.comes with the sd adapter, so it will work in any device that uses and sd or micro sd memory card, just be sure to check whether or not your device can handle the extra memory. some devices with recognize only 8 gb or 16 gb, which means that unless you check with the manufacturer, it is your fault you bought the wrong size memory, and you will not be able to exchange due to your mistake.this card used to cost upwards of 120 not that long ago, and now they are ridiculously cheap, especially for the quality and capacity you are getting.thanks', 'this micro sd card really is 64 gb and class 10. too many bogus devices out there, but this is the real mccoy. tested with 3 different android sd card testers and they all report class 9 10 read write.the only problem is the sd adapter did not work so i had to use another one i had. other than that, this is a great micro sd card at a good price.']"
164,"got this card for my surface rt, which, btw is the worst tablet ever. no problems gets and it recognized it as soon as i put it in. no problems with the card what so ever. bought it for a new tablet just plugged it in and started to move files to it in a second. awesome! worked well with the surface 2 tablet.i later return the surface 2 tablet , since it didn't seem like that i needed it but i made sure to take out the memory card never had any issues with it though when i had it.","['got this card for my surface rt, which, btw is the worst tablet ever. no problems gets and it recognized it as soon as i put it in.', 'no problems with the card what so ever. bought it for a new tablet just plugged it in and started to move files to it in a second.', ""awesome! worked well with the surface 2 tablet.i later return the surface 2 tablet , since it didn't seem like that i needed it but i made sure to take out the memory card never had any issues with it though when i had it.""]"
165,works just fine. came with an adapter for a standard size card slot. installed in a samsung mini tab 2. this works much better than any sd card i had in the past i have class 4 off brand cards and it is perfect for the tablet that i bought it for. i got this for my new android tablet and it works perfectly. the microsd to sd adapter is great. it allows me to plug it into my computer into the regular sized sd card port to transfer files much quicker than if i were to plug the tablet into my computer over usb.,"['works just fine. came with an adapter for a standard size card slot. installed in a samsung mini tab 2.', 'this works much better than any sd card i had in the past i have class 4 off brand cards and it is perfect for the tablet that i bought it for.', 'i got this for my new android tablet and it works perfectly. the microsd to sd adapter is great. it allows me to plug it into my computer into the regular sized sd card port to transfer files much quicker than if i were to plug the tablet into my computer over usb.']"
166,"holds a lot of memory. slides right into my car cam with no problem and easy to get out as well i still think i have sometimes problem reading with the memory, but i can't prove it, still works, never had an error by reading or writing, so 4 stars for you!","['holds a lot of memory. slides right into my car cam with no problem and easy to get out as well', ""i still think i have sometimes problem reading with the memory, but i can't prove it, still works, never had an error by reading or writing, so 4 stars for you!""]"
167,"i bought this to put in my olympus pen e pm1 camera which takes a standard sd card. therefore it must go into the adapter to be put into the camera. unfortunately there is something touchy about this. sometimes i turn the camera on and get a card error. sometimes i can pop the card out and back in and it'll work. this past weekend i couldn't get it to work at all. i'm guessing it's the camera. or maybe the adapter? when i plugged the card and adapter into my computer to copy the pictures off, it worked perfectly. so i'm not sure what the problem is. i make sure to always carry a spare normal sd card with my camera in case this one stops working. i bought this card and it worked ok, at first. after about three weeks i noticed that some images were not showing up, a week later it began to loose everything. my note 2 was failing to recognize it, inserted into the adapter and my comp could see it but not read all the files. multiple formats by either the comp or note 2 did not fix the problem, even tried some tools that i used for my dslr, still no go.this could just be a batch problem as the card looks legit and was fast in the beginning. i first tried putting it in my camera, without formatting. it just said 34 insert another card 34 . i put it into my linux computer, and it output lots of errors in the syslog, and fsck wouldn't work at all, just error'ed out, so i couldn't even format it.my windows computer couldn't recognize it either, though it tried to format it. my phone didn't give any errors, but i wasn't able to really test it there. i do wonder if just the mini to standard adapter is the problem, since my phone has a mini slot, and everywhere else that i tried it needed the adapter...exchanging for a different brand, and i'll see what happens.","[""i bought this to put in my olympus pen e pm1 camera which takes a standard sd card. therefore it must go into the adapter to be put into the camera. unfortunately there is something touchy about this. sometimes i turn the camera on and get a card error. sometimes i can pop the card out and back in and it'll work. this past weekend i couldn't get it to work at all. i'm guessing it's the camera. or maybe the adapter? when i plugged the card and adapter into my computer to copy the pictures off, it worked perfectly. so i'm not sure what the problem is. i make sure to always carry a spare normal sd card with my camera in case this one stops working."", 'i bought this card and it worked ok, at first. after about three weeks i noticed that some images were not showing up, a week later it began to loose everything. my note 2 was failing to recognize it, inserted into the adapter and my comp could see it but not read all the files. multiple formats by either the comp or note 2 did not fix the problem, even tried some tools that i used for my dslr, still no go.this could just be a batch problem as the card looks legit and was fast in the beginning.', ""i first tried putting it in my camera, without formatting. it just said 34 insert another card 34 . i put it into my linux computer, and it output lots of errors in the syslog, and fsck wouldn't work at all, just error'ed out, so i couldn't even format it.my windows computer couldn't recognize it either, though it tried to format it. my phone didn't give any errors, but i wasn't able to really test it there. i do wonder if just the mini to standard adapter is the problem, since my phone has a mini slot, and everywhere else that i tried it needed the adapter...exchanging for a different brand, and i'll see what happens.""]"
168,"when i first got this card, it worked perfectly in my galaxy s3 phone. then, i rooted the phone and installed the cyanogen mod rom to gain additional features not available from my carrier. the card was instantly corrupted by that rom, because it's formatted with a filing system the rom doesn't support. fortunately there was nothing on the card i couldn't replace.i ended up having to use a third party utility to format the card with a filing system supported by both windows and the rom.once properly formatted, there have been no corruption or data loss issues and the card has performed well.if you are using a stock galaxy s3 rom, you'll have no problem at all. you'll find the card roomy and fast. i was a bit apprehensive about getting this sd card as i had heard that it was not compatible with my galaxy s iii. i did see one review that said it worked just fine on his s iii, so i took the gamble. i got the sd, immediately reformatted it, which was recommended by a galaxy representative i do this all of the time anyway to get any 34 bloatware 34 off of the card! , plugged it into my phone, and it worked just fine! i would definately recommend this sd card!!","[""when i first got this card, it worked perfectly in my galaxy s3 phone. then, i rooted the phone and installed the cyanogen mod rom to gain additional features not available from my carrier. the card was instantly corrupted by that rom, because it's formatted with a filing system the rom doesn't support. fortunately there was nothing on the card i couldn't replace.i ended up having to use a third party utility to format the card with a filing system supported by both windows and the rom.once properly formatted, there have been no corruption or data loss issues and the card has performed well.if you are using a stock galaxy s3 rom, you'll have no problem at all. you'll find the card roomy and fast."", 'i was a bit apprehensive about getting this sd card as i had heard that it was not compatible with my galaxy s iii. i did see one review that said it worked just fine on his s iii, so i took the gamble. i got the sd, immediately reformatted it, which was recommended by a galaxy representative i do this all of the time anyway to get any 34 bloatware 34 off of the card! , plugged it into my phone, and it worked just fine! i would definately recommend this sd card!!']"
169,"it is a memory card. it works and gets the job done. hasn't failed on me yet knock on wood works perfectly. nothing else to say as it's just a memory card and it holds the pictures and videos i put on it. i would not say anything, but again, you need 20 word minimum. not much to say, it is a memory card and does the job well. no problems at all with this card","[""it is a memory card. it works and gets the job done. hasn't failed on me yet knock on wood"", ""works perfectly. nothing else to say as it's just a memory card and it holds the pictures and videos i put on it. i would not say anything, but again, you need 20 word minimum."", 'not much to say, it is a memory card and does the job well. no problems at all with this card']"
170,"it's a memory card, what can you say? it was a good value, and has held up its end of the deal. what can you say. it is a memory card and it works. the price was good for the size of card. what can i say, it's a memory card. good price for a nice performing card i'd definitely buy again.","[""it's a memory card, what can you say? it was a good value, and has held up its end of the deal."", 'what can you say. it is a memory card and it works. the price was good for the size of card.', ""what can i say, it's a memory card. good price for a nice performing card i'd definitely buy again.""]"
171,"popped this into my nvidia shield for extra storage. it was recognized instantly and was easy to transfer files over.i haven't had it for too long to comment about failures in some of the reviews, but will update accordingly. so far recommended! popped it in my nvidia shield and it worked instantly. transfers to it are faster than the transfers to the internal storage. i used this sd card on my nvidia shield and works as advertised very quick transfer speeds.","[""popped this into my nvidia shield for extra storage. it was recognized instantly and was easy to transfer files over.i haven't had it for too long to comment about failures in some of the reviews, but will update accordingly. so far recommended!"", 'popped it in my nvidia shield and it worked instantly. transfers to it are faster than the transfers to the internal storage.', 'i used this sd card on my nvidia shield and works as advertised very quick transfer speeds.']"
