cluster_id,summary,used_reviews
-1,"this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder. the memory sandisk ultra 64gb micro sdxc class 10 uhs it has been working really good and it is fast at loading my content i would really recommend this product to anyone that needs a memory card for their phones, tablets and more.","[""this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently."", 'love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder.', 'the memory sandisk ultra 64gb micro sdxc class 10 uhs it has been working really good and it is fast at loading my content i would really recommend this product to anyone that needs a memory card for their phones, tablets and more.']"
0,"es un producto que recomiendo ampliamente solo se instala en el telefono este lo formatea y listo esta en fincion para ser utilizado al 100 es una tarjeta micro guarda todas la caracter sticas descritas en la publicaci n llego en tiempo r cord, hasta el momento no he tenido ning n inconveniente este fue una buena compras ha sido todo lo que esperaba del producto. fue un bueno producto. llego en el momento indicado.","['es un producto que recomiendo ampliamente solo se instala en el telefono este lo formatea y listo esta en fincion para ser utilizado al 100', 'es una tarjeta micro guarda todas la caracter sticas descritas en la publicaci n llego en tiempo r cord, hasta el momento no he tenido ning n inconveniente', 'este fue una buena compras ha sido todo lo que esperaba del producto. fue un bueno producto. llego en el momento indicado.']"
1,"great price for a great chip, it worked perfectly in my new smart phone. i swapped out a 4 gig chip with this one, and now i have lots of excess storage capacity. love this chip,... bought this for my samsung s4, it works well and fast.... no issues with it, so i bought one for my mom.... this chip has done very well for my samsung galaxy note 2. i would highly recommend getting this brand. i have had other brands to have failed and taking all of my data with it.","['great price for a great chip, it worked perfectly in my new smart phone. i swapped out a 4 gig chip with this one, and now i have lots of excess storage capacity.', 'love this chip,... bought this for my samsung s4, it works well and fast.... no issues with it, so i bought one for my mom....', 'this chip has done very well for my samsung galaxy note 2. i would highly recommend getting this brand. i have had other brands to have failed and taking all of my data with it.']"
2,"i purchased this micro memory card for my gps. when i updated the maps recently, the gps ran out of room and i could no longer put the entire us map in it. this card fits neatly into the gps slot, and adds enough memory for the gps to work. i haven't had this fix in place for long, so don't know about how well it will continue to work. the adapter looks to be handy if i have another use for the card. i purchased this product to install in my garmin gps unit, since it was full and couldn't handle the new map updates. easily and securely installed, this memory card promises to provide a long life to my gps unit. i got the 16gb card for my garmin gps. the gps's memory could be expanded so that more maps and info could be saved. the memory card works as described. i've used sandisk for many electronics and i have never had a problem. they are sometimes a little more expensive than other brands but i think the little extra is worth it.","[""i purchased this micro memory card for my gps. when i updated the maps recently, the gps ran out of room and i could no longer put the entire us map in it. this card fits neatly into the gps slot, and adds enough memory for the gps to work. i haven't had this fix in place for long, so don't know about how well it will continue to work. the adapter looks to be handy if i have another use for the card."", ""i purchased this product to install in my garmin gps unit, since it was full and couldn't handle the new map updates. easily and securely installed, this memory card promises to provide a long life to my gps unit."", ""i got the 16gb card for my garmin gps. the gps's memory could be expanded so that more maps and info could be saved. the memory card works as described. i've used sandisk for many electronics and i have never had a problem. they are sometimes a little more expensive than other brands but i think the little extra is worth it.""]"
3,"slides right into devices with zero instructions needed, comes with reader. adds lots of storage space to your reader or other device. firmly snaps into place. easy to read on screen instructions for what to store on device and what to store on sd card. dont even bother to try will not show up in finder and will not show up if placed on any reader unable to read.it says it's blank.it then prompts to format or cancel.i clicked format but unable to format.","['slides right into devices with zero instructions needed, comes with reader. adds lots of storage space to your reader or other device. firmly snaps into place. easy to read on screen instructions for what to store on device and what to store on sd card.', 'dont even bother to try will not show up in finder and will not show up if placed on any reader', ""unable to read.it says it's blank.it then prompts to format or cancel.i clicked format but unable to format.""]"
4,"i don't think there is much i can say about this little card adapter. it was purchased with a magic wand scanner that we use at work to capture images with a quick swipe across a wall chart map. this card stores plenty of images, it keeps up with the scanner, the adapter works great, and it hasn't failed to store or transfer a image yet. i was a little disappointed since it came without a box. so, where do i leave the adapter while the card is in the camera?","[""i don't think there is much i can say about this little card adapter. it was purchased with a magic wand scanner that we use at work to capture images with a quick swipe across a wall chart map. this card stores plenty of images, it keeps up with the scanner, the adapter works great, and it hasn't failed to store or transfer a image yet."", 'i was a little disappointed since it came without a box. so, where do i leave the adapter while the card is in the camera?']"
5,"installed in my samsung galaxy s4 at t for music, photos and video storage. works perfectly, never had a glitch in 6 months. formated as exfat i had to format it as fat32, you can google for how to do that, but once you do, it works great. i'll never understand why people would ever buy a phone that doesn't have a microsd slot. with this you can fill it up with whatever you want, such as movies, tv shows, music, and share it with whoever you want. just pop it in your phone and you are all set for a long trip, airplane ride, etc. i never need to worry about running out of space when taking full hd videos either. i used this for my samsung galaxy tab 2 7.0 . like the others are saying, it had to be formatted in fat 32. you can put your apps on your sd card with an app called link2sd . you just have to partition the sd card in order to be able to use it. whether you get this card or a smaller one, you need one period for the tab 2 because you can't do much without a wifi connection if you just have the internal memory and you want to download a lot of apps.","['installed in my samsung galaxy s4 at t for music, photos and video storage. works perfectly, never had a glitch in 6 months. formated as exfat', ""i had to format it as fat32, you can google for how to do that, but once you do, it works great. i'll never understand why people would ever buy a phone that doesn't have a microsd slot. with this you can fill it up with whatever you want, such as movies, tv shows, music, and share it with whoever you want. just pop it in your phone and you are all set for a long trip, airplane ride, etc. i never need to worry about running out of space when taking full hd videos either."", ""i used this for my samsung galaxy tab 2 7.0 . like the others are saying, it had to be formatted in fat 32. you can put your apps on your sd card with an app called link2sd . you just have to partition the sd card in order to be able to use it. whether you get this card or a smaller one, you need one period for the tab 2 because you can't do much without a wifi connection if you just have the internal memory and you want to download a lot of apps.""]"
6,"downloaded eraseus and formatted to fat32 with 32k clusters. mounted to either 7 or 10 with no problem, see nada instability. but that's not the coool thing. i actually have two of these. one is in the sd slot, one is in the power port via the samsung sd usb adapter. soooo, my 16g 10 is actually a 145gb 10. i can't imagine what i will actually do with all that, but i have it. maybe run a linux port and web server just because i can . too bad about that external storage limit on ios.... this was immediately recognized by my windows 8.1 laptop. i had to re format this from exfat to fat32 in order to have it be recognized by my samsung note 2 and my 7 34 android tablet.it took a long time to transfer 25 gb of video files from laptop ssd hard drive over to the sdxc card i imagined that it would happen more quickly. .. but it did work smoothly.overall, this is what i wanted and it was a great deal for the price! got it exactly what it was displayed and described. bought this directly through amazon at usd 60 only for my samsung captivate glide. all u need to do is to format it with your phone and voila! 59gb to be exact when calc in bytes ! not a big fan for the transfer speed but it does satisfy my desire of putting one in my phone. buying thru amazon bulk purchase is cheaper but requires u to wait longer for the shipment. but for my case it was faster than expected. a very happy customer.","[""downloaded eraseus and formatted to fat32 with 32k clusters. mounted to either 7 or 10 with no problem, see nada instability. but that's not the coool thing. i actually have two of these. one is in the sd slot, one is in the power port via the samsung sd usb adapter. soooo, my 16g 10 is actually a 145gb 10. i can't imagine what i will actually do with all that, but i have it. maybe run a linux port and web server just because i can . too bad about that external storage limit on ios...."", 'this was immediately recognized by my windows 8.1 laptop. i had to re format this from exfat to fat32 in order to have it be recognized by my samsung note 2 and my 7 34 android tablet.it took a long time to transfer 25 gb of video files from laptop ssd hard drive over to the sdxc card i imagined that it would happen more quickly. .. but it did work smoothly.overall, this is what i wanted and it was a great deal for the price!', 'got it exactly what it was displayed and described. bought this directly through amazon at usd 60 only for my samsung captivate glide. all u need to do is to format it with your phone and voila! 59gb to be exact when calc in bytes ! not a big fan for the transfer speed but it does satisfy my desire of putting one in my phone. buying thru amazon bulk purchase is cheaper but requires u to wait longer for the shipment. but for my case it was faster than expected. a very happy customer.']"
7,"fast shipping delivered as described.phone did not recognize the card right away. i had to format it as fat32 on the computer but it showed capacity of 32gb. to get the full capacity i had to format it again on the phone exfat format now shows 64gb.excellent capacity for lots of media files documents. i bought this for my galaxy s4. you need to reformat it to fat32 32kb cluster size to fully take advantage of it in the phone but once you do it works great. i copied everything from my ipod about 40gb to it and now i can stop carrying 2 devices around. works great, my phone detected and let me format it to fat32 with no additional tools. once formatted its 59gb you lose some in the conversion metric from gib to gb. bought it for my motorola droid x first generation phone, i wanted to use it as a media player and it works wonderfully and has lots of storage for my movies, music, games and books. its a class 10 card so its also very fast, certainly faster than the stock card.","['fast shipping delivered as described.phone did not recognize the card right away. i had to format it as fat32 on the computer but it showed capacity of 32gb. to get the full capacity i had to format it again on the phone exfat format now shows 64gb.excellent capacity for lots of media files documents.', 'i bought this for my galaxy s4. you need to reformat it to fat32 32kb cluster size to fully take advantage of it in the phone but once you do it works great. i copied everything from my ipod about 40gb to it and now i can stop carrying 2 devices around.', 'works great, my phone detected and let me format it to fat32 with no additional tools. once formatted its 59gb you lose some in the conversion metric from gib to gb. bought it for my motorola droid x first generation phone, i wanted to use it as a media player and it works wonderfully and has lots of storage for my movies, music, games and books. its a class 10 card so its also very fast, certainly faster than the stock card.']"
8,"there really isn't a whole lot to say about this. the amount of storage space is fantastic.there are options for using this on older devices, that don't necessarily support microsdxc formats. windows, by default, will only allow you to format the card as exfat or ntfs. these formats will work for most new devices, but some may have issue.if you use fat32 as the filesystem instead, you can use this card for older devices, and it still works great with android. i've been using this card on my old sandisk sansa fuze running rockbox and it works great. i was not expecting that, but i am very happy with it! the card arrived promptly in good condition. i don't use exfat so i reformatted it to ntfs but fyi some for example cameras only recognize fat32 so keep that in mind. i have used this for a few months now and have had absolutely no issues. a great value imho.","[""there really isn't a whole lot to say about this. the amount of storage space is fantastic.there are options for using this on older devices, that don't necessarily support microsdxc formats. windows, by default, will only allow you to format the card as exfat or ntfs. these formats will work for most new devices, but some may have issue.if you use fat32 as the filesystem instead, you can use this card for older devices, and it still works great with android. i've been using this card on my old sandisk sansa fuze running rockbox and it works great. i was not expecting that, but i am very happy with it!"", ""the card arrived promptly in good condition. i don't use exfat so i reformatted it to ntfs but fyi some for example cameras only recognize fat32 so keep that in mind. i have used this for a few months now and have had absolutely no issues. a great value imho.""]"
