cluster_id,summary,used_reviews
-1,"great sd card. i use it in a galaxy s3, and have no complaints.its quite fast, and works. i don't know what else to say.you can't go wrong with sandisk. this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently. love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder.","[""great sd card. i use it in a galaxy s3, and have no complaints.its quite fast, and works. i don't know what else to say.you can't go wrong with sandisk."", ""this went into my new samsung galaxy light cell phone to store my music files and my cell phone photos. zero problems. these sd cards just work until the don't . sandisk is a top brand and i have no trouble recommending this. look through the many dozens of other recommendations, too. class 10 uhs 1 is one of the fastest protocols available currently."", 'love this card, its fast and sports an insane 128gb of storage. amazon had a killer price on it too, well below the big box stores. works perfect with my phone and my hd video recorder.']"
0,"san disk is hard to beat. you will pay more for the brand but you get a quality product. would purchase again. san disk has always been a good brand for me. it worked very well for my samsung galaxy phones and tablets. i always buy san disk as i had issues with other brands and it always works in every application i used it, phone, camera, tablet, etc.","['san disk is hard to beat. you will pay more for the brand but you get a quality product. would purchase again.', 'san disk has always been a good brand for me. it worked very well for my samsung galaxy phones and tablets.', 'i always buy san disk as i had issues with other brands and it always works in every application i used it, phone, camera, tablet, etc.']"
1,"the product shipped fast and actually came in a few days early. i read about some people having problems with this card. when i got it, first thing i did was format it. also make sure your device is compatible with sdhc cards. i have had no problems. very fast read write speeds. a little over 29 gb actually available for storage. i am pleased. product arrived on time not excessively packaged. worked perfectly out of the box. speed is excellent as i can play movies on it and the large file transfer time is very quick on the tablet. a on product and seller came as described shipping was very fast i was excited to see how this class 10 was compared to other micro sd cards. i have it in my new galaxy s4 pulls pictures videos quickly and stores them just as good. i have already recommended this to friends.","['the product shipped fast and actually came in a few days early. i read about some people having problems with this card. when i got it, first thing i did was format it. also make sure your device is compatible with sdhc cards. i have had no problems. very fast read write speeds. a little over 29 gb actually available for storage. i am pleased.', 'product arrived on time not excessively packaged. worked perfectly out of the box. speed is excellent as i can play movies on it and the large file transfer time is very quick on the tablet.', 'a on product and seller came as described shipping was very fast i was excited to see how this class 10 was compared to other micro sd cards. i have it in my new galaxy s4 pulls pictures videos quickly and stores them just as good. i have already recommended this to friends.']"
2,"used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card. good quality memory card. have used it with the gopro hero 3 and works flawlessly. wished all electronics were this simple this memory card works great with my new gopro hero 3 black. the footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.","['used in gopro as other user reviews indicated the 32 and 64 gb cards did not work well. just buy more of them, i recorded over 1000 photos and 60 minutes of video on each 16gb card.', 'good quality memory card. have used it with the gopro hero 3 and works flawlessly. wished all electronics were this simple', 'this memory card works great with my new gopro hero 3 black. the footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.']"
3,"the card was good. haven't had a problem with it yet. good price. fit the product i bought it for. extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago. good memory card. no issues. works as it should. price is great when you are able to find it on a lightning deal!","[""the card was good. haven't had a problem with it yet. good price. fit the product i bought it for."", 'extremely happy with this memory card. very fast, and have not had a problem since i bought it almost 6 months ago.', 'good memory card. no issues. works as it should. price is great when you are able to find it on a lightning deal!']"
4,"works perfect. no complaints. it's fast. that's why i bought it. it does what it says it's going to do works great. got it quickly, it was well packed, plugged it in an it's been working fine since. only been a month so can speak to long term reliability. will buy another one soon. this item works great as expected without any issues. i would recommend this item for anyone in need. good buy.","[""works perfect. no complaints. it's fast. that's why i bought it. it does what it says it's going to do"", ""works great. got it quickly, it was well packed, plugged it in an it's been working fine since. only been a month so can speak to long term reliability. will buy another one soon."", 'this item works great as expected without any issues. i would recommend this item for anyone in need. good buy.']"
5,"64gb...delivered fast and installed quick! works like it should at reasonable price. i only wish i could get more memory in my note 3...so much media!! i bought this for my husband and then the 32 gb one went on sale so i bought that one for him. i use this one in my tablet and i love it! no issues!! at 32 gb, this holds plenty of music, movies, apps and files. at about 75 cents a gig, this is a great deal.","['64gb...delivered fast and installed quick! works like it should at reasonable price. i only wish i could get more memory in my note 3...so much media!!', 'i bought this for my husband and then the 32 gb one went on sale so i bought that one for him. i use this one in my tablet and i love it! no issues!!', 'at 32 gb, this holds plenty of music, movies, apps and files. at about 75 cents a gig, this is a great deal.']"
6,"i love this card. it is fast...... and enough space to hold more than i will use. i can put movies on there with plenty of space for music, pictures, ect. we have 4 of the 32gb cards in our cell phones and love them. they offer plenty of room for pix, music, and videos and are fast to save and load from.. someday, when i get my desired tablet pc, i will be getting another one of these for it! i've been using this card in my smartphone for a while now. it had enough room for all of my 20gig of music. its got tons of pictures and downloads too. still plenty of room. if you like to store data on your phone this will be good for you. no hiccups so far with this product.","['i love this card. it is fast...... and enough space to hold more than i will use. i can put movies on there with plenty of space for music, pictures, ect.', 'we have 4 of the 32gb cards in our cell phones and love them. they offer plenty of room for pix, music, and videos and are fast to save and load from.. someday, when i get my desired tablet pc, i will be getting another one of these for it!', ""i've been using this card in my smartphone for a while now. it had enough room for all of my 20gig of music. its got tons of pictures and downloads too. still plenty of room. if you like to store data on your phone this will be good for you. no hiccups so far with this product.""]"
7,"i use this card in my smartphone and it works great. it's fast and roomy i got the 16gb version enough to store all the music and video i need. it was immediately recognized by my samsung smartphone when i put it in about 6 months ago and i've had no reason to take it out ever since. read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale. this card works perfectly. all i had to do was format it and pop it into my galaxy s3. now i use it to keep some movies and all of my music on my cell phone.","[""i use this card in my smartphone and it works great. it's fast and roomy i got the 16gb version enough to store all the music and video i need. it was immediately recognized by my samsung smartphone when i put it in about 6 months ago and i've had no reason to take it out ever since."", 'read the reviews and settled on this card to use in my cell phone. so far so good. no problems whatsoever. have tons of space to store all my mp3s, photos and videos. great read access speed due to being hc 1 class. excellent price as i got this shortly after black friday sale.', 'this card works perfectly. all i had to do was format it and pop it into my galaxy s3. now i use it to keep some movies and all of my music on my cell phone.']"
8,"bought this item to use in my android based tablet and it has worked just fine. doubled my storage capacity at a very reasonable cost. i use this with my samsung galaxy 10.1 tablet and it works great. the sd card loads fast and i have had no issues. i have been using it for over a month now, works well with my samsung galaxy note 10.1 tablet. excellent speed, do recommend it.","['bought this item to use in my android based tablet and it has worked just fine. doubled my storage capacity at a very reasonable cost.', 'i use this with my samsung galaxy 10.1 tablet and it works great. the sd card loads fast and i have had no issues.', 'i have been using it for over a month now, works well with my samsung galaxy note 10.1 tablet. excellent speed, do recommend it.']"
